custody_id,participant_age_group,participant_gender,participant_status,participant_type,latitude,longitude,gun_stolen,gun_type,incident_id,date_fk
223680,Adult 18+,Male,Injured,Victim,32.4571,-93.7609,Irrelevant,Irrelevant,123304,932
224334,Adult 18+,Male,Unharmed,Victim,29.236,-81.0137,Irrelevant,Irrelevant,123713,935
224728,Adult 18+,Male,Injured,Victim,36.5092,-87.308,Irrelevant,Irrelevant,123936,936
337162,Teen 12-17,Male,Injured,Victim,30.0205,-90.0201,Irrelevant,Irrelevant,191034,1332
225303,Adult 18+,Male,Unharmed,Victim,39.0846,-108.644,Irrelevant,Irrelevant,124308,939
225305,Adult 18+,Male,Injured,Victim,38.9629,-92.2371,Irrelevant,Irrelevant,124309,939
226666,Adult 18+,Male,Unharmed,Victim,31.8743,-106.574,Irrelevant,Irrelevant,125099,943
226811,Adult 18+,Male,Killed,Victim,42.9065,-112.582,Irrelevant,Irrelevant,125185,944
330185,Adult 18+,Male,Killed,Victim,36.2137,-86.7644,Irrelevant,Irrelevant,186778,1309
228604,Adult 18+,Male,Killed,Victim,37.1691,-94.3027,Irrelevant,Irrelevant,126269,951
229627,Adult 18+,Male,Injured,Victim,43.0506,-78.445,Irrelevant,Irrelevant,126867,955
229755,Adult 18+,Male,Killed,Victim,42.9023,-78.8689,Irrelevant,Irrelevant,126941,955
230266,Adult 18+,Female,Unharmed,Victim,41.87,-80.7979,Irrelevant,Irrelevant,127245,957
230474,Adult 18+,Female,Injured,Victim,32.8912,-111.721,Irrelevant,Irrelevant,127369,958
230884,Adult 18+,Male,Unharmed,Victim,31.8681,-106.423,Irrelevant,Irrelevant,127596,960
230900,Adult 18+,Male,Injured,Victim,40.3806,-79.9797,Irrelevant,Irrelevant,127605,960
230968,Adult 18+,Female,Injured,Victim,40.735,-73.9884,Irrelevant,Irrelevant,127645,960
231251,Adult 18+,Male,Unharmed,Victim,31.3357,-89.2915,Irrelevant,Irrelevant,127810,961
232261,Adult 18+,Male,Unharmed,Victim,36.3711,-105.567,Irrelevant,Irrelevant,128395,964
233551,Adult 18+,Male,Unharmed,Victim,40.171,-74.8354,Irrelevant,Irrelevant,129132,969
233681,Adult 18+,Male,Killed,Victim,40.3352,-75.9182,Irrelevant,Irrelevant,129200,970
233997,Adult 18+,Male,Injured,Victim,41.4474,-81.6879,Irrelevant,Irrelevant,129391,971
256366,Adult 18+,Male,Injured,Victim,40.6244,-74.0802,Irrelevant,Irrelevant,142434,1049
234899,Adult 18+,Female,Unharmed,Victim,28.5497,-82.3776,Irrelevant,Irrelevant,129913,974
234928,Adult 18+,Male,Injured,Victim,39.9853,-82.9302,Irrelevant,Irrelevant,129924,974
235072,Adult 18+,Male,Injured,Victim,37.5469,-77.398,Irrelevant,Irrelevant,130014,975
235135,Adult 18+,Female,Killed,Victim,40.5314,-105.057,Irrelevant,Irrelevant,130052,975
235404,Adult 18+,Male,Killed,Victim,40.4649,-74.327,Irrelevant,Irrelevant,130178,976
235444,Adult 18+,Male,Unharmed,Victim,40.4317,-77.0014,Irrelevant,Irrelevant,130203,976
235630,Adult 18+,Male,Killed,Victim,29.636,-95.3617,Irrelevant,Irrelevant,130317,977
235851,Adult 18+,Male,Injured,Victim,37.7545,-122.166,Irrelevant,Irrelevant,130427,977
237098,Adult 18+,Male,Killed,Victim,33.8946,-118.361,Irrelevant,Irrelevant,131079,982
237112,Adult 18+,Male,Injured,Victim,46.8595,-96.8281,Irrelevant,Irrelevant,131087,982
237205,Adult 18+,Female,Killed,Victim,29.6171,-95.4286,Irrelevant,Irrelevant,131139,982
237317,Adult 18+,Male,Injured,Victim,43.2322,-86.2216,Irrelevant,Irrelevant,131207,983
363201,Adult 18+,Male,Injured,Victim,39.3105,-76.6024,Irrelevant,Irrelevant,206735,1423
237706,Adult 18+,Female,Injured,Victim,34.7182,-76.6638,Irrelevant,Irrelevant,131426,984
238463,Adult 18+,Male,Injured,Victim,47.0538,-122.741,Irrelevant,Irrelevant,131874,987
238933,Adult 18+,Male,Killed,Victim,42.2779,-71.0827,Irrelevant,Irrelevant,132153,989
238948,Adult 18+,Female,Injured,Victim,40.2241,-74.74,Irrelevant,Irrelevant,132165,989
239030,Adult 18+,Male,Killed,Victim,38.8454,-76.878,Irrelevant,Irrelevant,132211,989
239109,Teen 12-17,Male,Killed,Victim,33.8338,-111.943,Irrelevant,Irrelevant,132254,989
239851,Adult 18+,Male,Injured,Victim,27.7741,-97.4214,Irrelevant,Irrelevant,132647,991
239961,Adult 18+,Male,Killed,Victim,36.2724,-93.1833,Irrelevant,Irrelevant,132716,992
240493,Adult 18+,Male,Injured,Victim,44.9825,-93.2342,Irrelevant,Irrelevant,133037,994
240713,Adult 18+,Male,Unharmed,Victim,47.628,-117.227,Irrelevant,Irrelevant,133149,995
240743,Adult 18+,Female,Injured,Victim,31.1357,-92.0564,Irrelevant,Irrelevant,133167,995
241399,Adult 18+,Female,Injured,Victim,37.7027,-113.073,Irrelevant,Irrelevant,133564,997
241927,Adult 18+,Male,Killed,Victim,40.6761,-73.893,Irrelevant,Irrelevant,133888,999
242978,Adult 18+,Male,Killed,Victim,38.5429,-90.2631,Irrelevant,Irrelevant,134533,1003
243128,Adult 18+,Male,Injured,Victim,36.0957,-80.27,Irrelevant,Irrelevant,134627,1004
344002,Adult 18+,Male,Injured,Victim,40.2212,-74.762,Irrelevant,Irrelevant,195151,1356
280328,Adult 18+,Female,Injured,Victim,35.1788,-89.8281,Irrelevant,Irrelevant,156564,1133
243344,Adult 18+,Male,Killed,Victim,39.7637,-84.2449,Irrelevant,Irrelevant,134758,1004
243942,Adult 18+,Male,Killed,Victim,41.5416,-81.599,Irrelevant,Irrelevant,135114,1007
245266,Adult 18+,Female,Killed,Victim,28.632,-80.8247,Irrelevant,Irrelevant,135887,1012
245441,Adult 18+,Female,Unharmed,Victim,40.0186,-76.6564,Irrelevant,Irrelevant,135980,1012
245593,Adult 18+,Male,Unharmed,Victim,41.221,-111.974,Irrelevant,Irrelevant,136067,1012
245923,Adult 18+,Female,Unharmed,Victim,36.0569,-115.118,Irrelevant,Irrelevant,136251,1013
246059,Adult 18+,Male,Killed,Victim,47.3045,-122.213,Irrelevant,Irrelevant,136327,1014
246546,Adult 18+,Female,Injured,Victim,38.4195,-82.4269,Irrelevant,Irrelevant,136607,1016
246882,Adult 18+,Male,Unharmed,Victim,31.5186,-85.8244,Irrelevant,Irrelevant,136794,1017
276085,Adult 18+,Male,Injured,Victim,40.745,-73.8643,Irrelevant,Irrelevant,154064,1118
247494,Adult 18+,Female,Injured,Victim,33.9745,-83.3746,Irrelevant,Irrelevant,137151,1019
247810,Adult 18+,Male,Injured,Victim,26.612,-81.86,Irrelevant,Irrelevant,137328,1020
247803,Adult 18+,Female,Injured,Victim,26.612,-81.86,Irrelevant,Irrelevant,137328,1020
247802,Teen 12-17,Male,Injured,Victim,26.612,-81.86,Irrelevant,Irrelevant,137328,1020
247809,Teen 12-17,Male,Injured,Victim,26.612,-81.86,Irrelevant,Irrelevant,137328,1020
249220,Adult 18+,Male,Killed,Victim,36.8258,-76.2607,Irrelevant,Irrelevant,138178,1025
249349,Adult 18+,Male,Injured,Victim,47.9005,-122.323,Irrelevant,Irrelevant,138250,1025
250096,Adult 18+,Male,Injured,Victim,37.6981,-121.74,Irrelevant,Irrelevant,138694,1028
250322,Adult 18+,Male,Killed,Victim,37.6378,-122.066,Irrelevant,Irrelevant,138828,1028
250580,Adult 18+,Male,Injured,Victim,36.2659,-76.9665,Irrelevant,Irrelevant,138983,1029
251213,Teen 12-17,Male,Killed,Victim,41.9057,-87.6945,Irrelevant,Irrelevant,139356,1031
251836,Adult 18+,Male,Killed,Victim,33.7338,-116.223,Irrelevant,Irrelevant,139734,1033
252351,Adult 18+,Male,Unharmed,Victim,38.9482,-94.5183,Irrelevant,Irrelevant,140040,1035
252434,Adult 18+,Male,Killed,Victim,41.6855,-73.9098,Irrelevant,Irrelevant,140094,1035
252477,Adult 18+,Male,Killed,Victim,44.0216,-92.484,Irrelevant,Irrelevant,140121,1036
252668,Adult 18+,Male,Killed,Victim,41.4311,-81.5559,Irrelevant,Irrelevant,140232,1036
252845,Adult 18+,Male,Unharmed,Victim,28.5747,-81.404,Irrelevant,Irrelevant,140341,1037
253002,Adult 18+,Male,Killed,Victim,37.8042,-81.1659,Irrelevant,Irrelevant,140442,1037
253379,Adult 18+,Male,Killed,Victim,35.2097,-80.699,Irrelevant,Irrelevant,140663,1039
253523,Adult 18+,Female,Unharmed,Victim,44.4837,-73.2138,Irrelevant,Irrelevant,140739,1039
253692,Adult 18+,Female,Injured,Victim,28.308,-81.4233,Irrelevant,Irrelevant,140839,1040
253801,Adult 18+,Male,Killed,Victim,41.1331,-85.2406,Irrelevant,Irrelevant,140905,1040
254170,Adult 18+,Male,Killed,Victim,37.2028,-87.1893,Irrelevant,Irrelevant,141128,1041
254315,Child 0-11,Male,Injured,Victim,42.3764,-82.9808,Irrelevant,Irrelevant,141225,1042
254422,Adult 18+,Female,Injured,Victim,30.7603,-88.1917,Irrelevant,Irrelevant,141296,1042
254531,Adult 18+,Male,Killed,Victim,27.781,-82.6841,Irrelevant,Irrelevant,141360,1042
254542,Adult 18+,Male,Injured,Victim,40.1015,-83.0127,Irrelevant,Irrelevant,141367,1042
254731,Adult 18+,Male,Killed,Victim,34.9368,-81.9444,Irrelevant,Irrelevant,141491,1043
254774,Adult 18+,Male,Injured,Victim,46.8717,-102.794,Irrelevant,Irrelevant,141519,1043
254845,Adult 18+,Male,Injured,Victim,35.9813,-80.0185,Irrelevant,Irrelevant,141565,1044
255029,Adult 18+,Male,Killed,Victim,42.6681,-84.5826,Irrelevant,Irrelevant,141674,1044
255615,Adult 18+,Male,Killed,Victim,34.6902,-92.3318,Irrelevant,Irrelevant,142007,1046
255761,Teen 12-17,Female,Unharmed,Victim,46.9182,-98.0075,Irrelevant,Irrelevant,142087,1047
255880,Adult 18+,Male,Killed,Victim,39.1141,-84.5915,Irrelevant,Irrelevant,142145,1047
256035,Adult 18+,Male,Killed,Victim,41.5919,-87.5102,Irrelevant,Irrelevant,142233,1047
256060,Adult 18+,Male,Killed,Victim,37.3261,-121.873,Irrelevant,Irrelevant,142249,1047
256711,Adult 18+,Female,Injured,Victim,46.8107,-100.777,Irrelevant,Irrelevant,142649,1050
256737,Child 0-11,Female,Killed,Victim,39.9354,-75.1132,Irrelevant,Irrelevant,142669,1050
256825,Adult 18+,Male,Injured,Victim,29.504,-98.2957,Irrelevant,Irrelevant,142722,1050
307186,Adult 18+,Male,Killed,Victim,41.4756,-81.7113,Irrelevant,Irrelevant,172433,1226
257122,Adult 18+,Female,Unharmed,Victim,29.7849,-95.577,Irrelevant,Irrelevant,142914,1051
257235,Adult 18+,Male,Injured,Victim,42.7286,-84.5189,Irrelevant,Irrelevant,142987,1052
339261,Adult 18+,Male,Injured,Victim,37.5551,-77.4186,Irrelevant,Irrelevant,192312,1340
333160,Adult 18+,Male,Killed,Victim,42.3034,-85.5836,Irrelevant,Irrelevant,188578,1319
333161,Adult 18+,Male,Injured,Victim,42.3034,-85.5836,Irrelevant,Irrelevant,188578,1319
258347,Adult 18+,Male,Injured,Victim,43.0824,-87.9397,Irrelevant,Irrelevant,143636,1055
258928,Adult 18+,Female,Killed,Victim,39.5468,-76.4666,Irrelevant,Irrelevant,143971,1057
259266,Adult 18+,Male,Killed,Victim,27.7976,-97.4635,Irrelevant,Irrelevant,144179,1058
259273,Adult 18+,Male,Killed,Victim,39.3617,-74.4378,Irrelevant,Irrelevant,144181,1058
259285,Adult 18+,Male,Killed,Victim,34.6451,-83.0918,Irrelevant,Irrelevant,144190,1058
259721,Adult 18+,Male,Injured,Victim,40.4166,-80.0023,Irrelevant,Irrelevant,144425,1060
259834,Adult 18+,Male,Injured,Victim,39.7555,-86.2316,Irrelevant,Irrelevant,144494,1060
325366,Adult 18+,Male,Injured,Victim,41.7996,-87.6493,Irrelevant,Irrelevant,183738,1292
260177,Adult 18+,Female,Killed,Victim,29.7838,-95.335,Irrelevant,Irrelevant,144692,1061
260752,Adult 18+,Female,Injured,Victim,32.1881,-86.3619,Irrelevant,Irrelevant,145025,1063
261176,Adult 18+,Male,Injured,Victim,42.8021,-73.9327,Irrelevant,Irrelevant,145282,1064
366602,Adult 18+,Male,Killed,Victim,39.3388,-76.6658,Irrelevant,Irrelevant,208818,1437
262084,Adult 18+,Male,Injured,Victim,30.2923,-97.7423,Irrelevant,Irrelevant,145829,1068
262238,Adult 18+,Female,Injured,Victim,29.9301,-90.1634,Irrelevant,Irrelevant,145906,1068
262567,Adult 18+,Male,Killed,Victim,41.6282,-83.4536,Irrelevant,Irrelevant,146102,1069
263090,Adult 18+,Male,Injured,Victim,34.0592,-81.1093,Irrelevant,Irrelevant,146425,1071
201348,Adult 18+,Male,Injured,Victim,36.5779,-79.4099,Irrelevant,Irrelevant,110328,846
264143,Adult 18+,Male,Killed,Victim,37.3475,-85.3494,Irrelevant,Irrelevant,147039,1075
264165,Adult 18+,Male,Injured,Victim,39.3142,-76.6006,Irrelevant,Irrelevant,147049,1075
264395,Adult 18+,Male,Killed,Victim,37.9181,-122.328,Irrelevant,Irrelevant,147198,1076
407103,Adult 18+,Male,Injured,Victim,27.8428,-82.7056,Irrelevant,Irrelevant,233258,1592
264591,Adult 18+,Male,Injured,Victim,38.6674,-90.2949,Irrelevant,Irrelevant,147313,1077
264850,Adult 18+,Male,Injured,Victim,38.4391,-81.9948,Irrelevant,Irrelevant,147467,1078
264939,Adult 18+,Female,Unharmed,Victim,39.6954,-84.2067,Irrelevant,Irrelevant,147522,1078
265165,Adult 18+,Male,Unharmed,Victim,42.307,-85.1569,Irrelevant,Irrelevant,147659,1079
265347,Adult 18+,Male,Killed,Victim,33.6874,-85.8403,Irrelevant,Irrelevant,147759,1080
265647,Adult 18+,Female,Killed,Victim,33.8737,-117.968,Irrelevant,Irrelevant,147935,1081
265770,Adult 18+,Male,Killed,Victim,28.1285,-81.6233,Irrelevant,Irrelevant,148000,1081
265823,Adult 18+,Female,Killed,Victim,21.311,-157.863,Irrelevant,Irrelevant,148032,1081
267671,Adult 18+,Male,Killed,Victim,41.086,-87.5391,Irrelevant,Irrelevant,149140,1088
268221,Adult 18+,Male,Injured,Victim,44.9804,-93.2713,Irrelevant,Irrelevant,149444,1090
268228,Adult 18+,Female,Injured,Victim,40.914,-73.8374,Irrelevant,Irrelevant,149449,1090
268270,Adult 18+,Male,Unharmed,Victim,47.2064,-122.44,Irrelevant,Irrelevant,149470,1091
268802,Adult 18+,Female,Killed,Victim,35.8267,-94.6399,Irrelevant,Irrelevant,149781,1093
268971,Adult 18+,Male,Killed,Victim,31.534,-97.1121,Irrelevant,Irrelevant,149877,1093
269394,Adult 18+,Female,Killed,Victim,37.6916,-97.3452,Irrelevant,Irrelevant,150132,1095
368620,Adult 18+,Male,Injured,Victim,35.3658,-119.042,Irrelevant,Irrelevant,210002,1444
270214,Adult 18+,Male,Killed,Victim,39.488,-75.0651,Irrelevant,Irrelevant,150601,1098
270487,Adult 18+,Male,Unharmed,Victim,40.7338,-111.917,Irrelevant,Irrelevant,150764,1099
271304,Adult 18+,Male,Killed,Victim,32.3802,-87.0033,Irrelevant,Irrelevant,151244,1102
271625,Adult 18+,Male,Injured,Victim,29.1696,-82.1743,Irrelevant,Irrelevant,151424,1103
271766,Adult 18+,Male,Killed,Victim,32.8742,-111.747,Irrelevant,Irrelevant,151515,1103
272261,Teen 12-17,Male,Injured,Victim,26.5511,-82.0306,Irrelevant,Irrelevant,151837,1105
272320,Adult 18+,Male,Killed,Victim,19.7714,-155.928,Irrelevant,Irrelevant,151873,1105
272794,Adult 18+,Female,Unharmed,Victim,37.3055,-89.5385,Irrelevant,Irrelevant,152153,1106
98378,Adult 18+,Male,Injured,Victim,41.6796,-87.6387,Irrelevant,Irrelevant,50445,438
273747,Adult 18+,Female,Unharmed,Victim,35.6755,-97.1058,Irrelevant,Irrelevant,152699,1110
274157,Adult 18+,Male,Unharmed,Victim,33.8204,-78.6896,Irrelevant,Irrelevant,152950,1111
274434,Teen 12-17,Female,Injured,Victim,40.7316,-74.1832,Irrelevant,Irrelevant,153117,1112
274661,Adult 18+,Male,Killed,Victim,34.366,-111.675,Irrelevant,Irrelevant,153260,1113
274733,Adult 18+,Male,Injured,Victim,34.5404,-96.2179,Irrelevant,Irrelevant,153298,1113
274791,Adult 18+,Male,Killed,Victim,41.4588,-81.5735,Irrelevant,Irrelevant,153336,1113
274826,Child 0-11,Female,Unharmed,Victim,28.8131,-81.8278,Irrelevant,Irrelevant,153351,1113
275507,Adult 18+,Female,Killed,Victim,32.4241,-80.6347,Irrelevant,Irrelevant,153763,1116
275753,Adult 18+,Male,Unharmed,Victim,37.603,-77.5587,Irrelevant,Irrelevant,153891,1117
276020,Adult 18+,Male,Killed,Victim,32.9367,-85.9867,Irrelevant,Irrelevant,154023,1117
276678,Adult 18+,Male,Killed,Victim,42.293,-96.7077,Irrelevant,Irrelevant,154411,1119
276732,Adult 18+,Male,Injured,Victim,41.6073,-87.3658,Irrelevant,Irrelevant,154433,1120
277165,Adult 18+,Male,Injured,Victim,41.2516,-80.4506,Irrelevant,Irrelevant,154701,1121
278907,Adult 18+,Male,Arrested,Victim,36.6992,-79.7587,Irrelevant,Irrelevant,155752,1128
279452,Adult 18+,Male,Killed,Victim,31.9339,-95.6247,Irrelevant,Irrelevant,156061,1130
279993,Teen 12-17,Male,Injured,Victim,30.0066,-91.8308,Irrelevant,Irrelevant,156374,1131
280544,Adult 18+,Male,Killed,Victim,32.5058,-84.9664,Irrelevant,Irrelevant,156687,1133
280776,Adult 18+,Male,Killed,Victim,30.2788,-81.6435,Irrelevant,Irrelevant,156821,1134
280921,Adult 18+,Male,Injured,Victim,36.0293,-89.3647,Irrelevant,Irrelevant,156907,1135
280925,Teen 12-17,Male,Injured,Victim,36.0293,-89.3647,Irrelevant,Irrelevant,156907,1135
281028,Adult 18+,Male,Killed,Victim,29.965,-90.0235,Irrelevant,Irrelevant,156968,1135
281851,Adult 18+,Female,Injured,Victim,31.4434,-85.6657,Irrelevant,Irrelevant,157463,1138
282065,Adult 18+,Male,Injured,Victim,30.4959,-89.0911,Irrelevant,Irrelevant,157590,1139
282205,Adult 18+,Male,Killed,Victim,40.6945,-75.2713,Irrelevant,Irrelevant,157662,1139
282480,Adult 18+,Male,Injured,Victim,25.8051,-80.2237,Irrelevant,Irrelevant,157811,1140
282669,Adult 18+,Female,Killed,Victim,37.594,-77.5169,Irrelevant,Irrelevant,157918,1141
259411,Adult 18+,Male,Killed,Victim,42.1063,-72.5909,Irrelevant,Irrelevant,144253,1059
283461,Adult 18+,Male,Killed,Victim,40.1164,-88.2005,Irrelevant,Irrelevant,158403,1144
283923,Adult 18+,Male,Injured,Victim,39.2771,-76.6128,Irrelevant,Irrelevant,158668,1145
283931,Adult 18+,Male,Killed,Victim,29.4088,-98.4545,Irrelevant,Irrelevant,158672,1145
284205,Adult 18+,Male,Killed,Victim,38.5318,-80.7048,Irrelevant,Irrelevant,158810,1146
284262,Adult 18+,Male,Injured,Victim,26.8465,-80.0925,Irrelevant,Irrelevant,158846,1146
285023,Teen 12-17,Male,Killed,Victim,26.6458,-80.2156,Irrelevant,Irrelevant,159302,1148
285110,Adult 18+,Male,Injured,Victim,41.0854,-81.5365,Irrelevant,Irrelevant,159352,1149
285406,Adult 18+,Male,Killed,Victim,37.627,-97.3706,Irrelevant,Irrelevant,159537,1150
351008,Teen 12-17,Male,Injured,Victim,32.323,-95.2486,Irrelevant,Irrelevant,199335,1379
286587,Adult 18+,Female,Unharmed,Victim,34.6834,-82.8374,Irrelevant,Irrelevant,160237,1154
286595,Adult 18+,Male,Injured,Victim,39.0352,-94.401,Irrelevant,Irrelevant,160242,1154
286596,Adult 18+,Male,Injured,Victim,39.0352,-94.401,Irrelevant,Irrelevant,160242,1154
286977,Adult 18+,Male,Injured,Victim,38.7078,-93.2302,Irrelevant,Irrelevant,160479,1155
287082,Adult 18+,Male,Injured,Victim,26.6151,-80.0994,Irrelevant,Irrelevant,160533,1156
288056,Adult 18+,Male,Injured,Victim,40.8468,-73.9074,Irrelevant,Irrelevant,161095,1159
288475,Adult 18+,Female,Killed,Victim,28.6194,-81.458,Irrelevant,Irrelevant,161343,1161
307286,Adult 18+,Male,Injured,Victim,40.7088,-74.0815,Irrelevant,Irrelevant,172499,1227
288657,Adult 18+,Male,Killed,Victim,35.1178,-90.0353,Irrelevant,Irrelevant,161450,1161
288822,Adult 18+,Male,Killed,Victim,39.3504,-76.6102,Irrelevant,Irrelevant,161553,1162
289005,Adult 18+,Male,Injured,Victim,41.553,-87.3453,Irrelevant,Irrelevant,161656,1162
359220,Adult 18+,Male,Injured,Victim,39.8614,-88.9393,Irrelevant,Irrelevant,204257,1408
289724,Adult 18+,Male,Unharmed,Victim,30.5237,-90.8533,Irrelevant,Irrelevant,162087,1165
109916,Adult 18+,Female,Injured,Victim,29.9558,-90.0727,Irrelevant,Irrelevant,57221,492
289813,Adult 18+,Male,Killed,Victim,41.7037,-87.6259,Irrelevant,Irrelevant,162134,1165
289966,Adult 18+,Male,Killed,Victim,43.515,-73.2328,Irrelevant,Irrelevant,162230,1166
290005,Adult 18+,Male,Killed,Victim,37.2976,-121.95,Irrelevant,Irrelevant,162253,1166
290495,Adult 18+,Male,Killed,Victim,32.8491,-104.408,Irrelevant,Irrelevant,162528,1168
290626,Adult 18+,Male,Killed,Victim,35.621,-95.9822,Irrelevant,Irrelevant,162609,1169
290641,Adult 18+,Male,Injured,Victim,29.6479,-82.4163,Irrelevant,Irrelevant,162620,1169
290768,Adult 18+,Male,Killed,Victim,35.1792,-90.1982,Irrelevant,Irrelevant,162713,1169
290872,Adult 18+,Male,Unharmed,Victim,40.685,-89.6206,Irrelevant,Irrelevant,162771,1170
291331,Adult 18+,Male,Injured,Victim,42.5201,-89.0528,Irrelevant,Irrelevant,163027,1171
291462,Adult 18+,Male,Killed,Victim,36.2698,-79.6037,Irrelevant,Irrelevant,163096,1172
291470,Adult 18+,Male,Killed,Victim,61.2188,-149.87,Irrelevant,Irrelevant,163100,1172
291523,Adult 18+,Female,Killed,Victim,35.734,-77.8724,Irrelevant,Irrelevant,163125,1172
291952,Adult 18+,Male,Injured,Victim,26.1331,-80.145,Irrelevant,Irrelevant,163374,1174
292104,Teen 12-17,Male,Injured,Victim,28.0096,-82.1412,Irrelevant,Irrelevant,163462,1174
278991,Adult 18+,Male,Killed,Victim,35.5821,-82.6193,Irrelevant,Irrelevant,155799,1128
292565,Adult 18+,Female,Injured,Victim,37.8225,-122.279,Irrelevant,Irrelevant,163728,1176
292583,Adult 18+,Female,Unharmed,Victim,38.3604,-90.8451,Irrelevant,Irrelevant,163737,1176
371704,Adult 18+,Male,Injured,Victim,30.0192,-89.9964,Irrelevant,Irrelevant,211850,1455
349563,Adult 18+,Male,Killed,Victim,26.6759,-81.8135,Irrelevant,Irrelevant,198483,1374
293838,Adult 18+,Female,Injured,Victim,42.1306,-80.0272,Irrelevant,Irrelevant,164477,1180
294192,Adult 18+,Male,Killed,Victim,35.9476,-86.6957,Irrelevant,Irrelevant,164707,1180
294697,Adult 18+,Male,Killed,Victim,29.4662,-98.6059,Irrelevant,Irrelevant,165008,1182
294888,Child 0-11,Female,Killed,Victim,35.6064,-76.8616,Irrelevant,Irrelevant,165125,1182
294963,Adult 18+,Male,Injured,Victim,32.7903,-79.9526,Irrelevant,Irrelevant,165174,1182
373272,Adult 18+,Male,Injured,Victim,40.7171,-74.0775,Irrelevant,Irrelevant,212809,1461
295724,Adult 18+,Male,Unharmed,Victim,30.254,-89.7821,Irrelevant,Irrelevant,165617,1185
345130,Adult 18+,Male,Injured,Victim,30.9436,-84.1963,Irrelevant,Irrelevant,195831,1360
295857,Adult 18+,Male,Injured,Victim,47.4669,-122.339,Irrelevant,Irrelevant,165696,1186
295867,Adult 18+,Male,Injured,Victim,33.5762,-86.4827,Irrelevant,Irrelevant,165702,1186
295873,Adult 18+,Male,Injured,Victim,32.73,-91.9977,Irrelevant,Irrelevant,165706,1186
296253,Adult 18+,Male,Injured,Victim,32.6914,-97.0909,Irrelevant,Irrelevant,165919,1188
296252,Adult 18+,Female,Killed,Victim,32.6914,-97.0909,Irrelevant,Irrelevant,165919,1188
296558,Adult 18+,Male,Injured,Victim,40.7373,-74.1976,Irrelevant,Irrelevant,166093,1189
296638,Adult 18+,Male,Killed,Victim,39.1805,-81.5206,Irrelevant,Irrelevant,166137,1189
297006,Adult 18+,Male,Injured,Victim,43.2578,-86.1157,Irrelevant,Irrelevant,166364,1190
297077,Adult 18+,Male,Injured,Victim,40.7746,-74.1834,Irrelevant,Irrelevant,166413,1191
270063,Adult 18+,Male,Injured,Victim,39.7401,-75.5497,Irrelevant,Irrelevant,150517,1097
297287,Adult 18+,Female,Killed,Victim,33.3537,-111.947,Irrelevant,Irrelevant,166531,1191
276148,Adult 18+,Male,Injured,Victim,32.4437,-93.7695,Irrelevant,Irrelevant,154098,1118
297589,Adult 18+,Female,Injured,Victim,41.5742,-93.7316,Irrelevant,Irrelevant,166712,1192
297738,Adult 18+,Male,Killed,Victim,31.7955,-106.508,Irrelevant,Irrelevant,166797,1193
297792,Adult 18+,Male,Killed,Victim,35.2148,-89.9155,Irrelevant,Irrelevant,166830,1193
297952,Adult 18+,Male,Killed,Victim,38.63,-90.2037,Irrelevant,Irrelevant,166916,1193
297958,Adult 18+,Male,Injured,Victim,39.0538,-96.8101,Irrelevant,Irrelevant,166920,1193
298974,Adult 18+,Male,Killed,Victim,26.2662,-81.6161,Irrelevant,Irrelevant,167523,1197
299004,Adult 18+,Male,Injured,Victim,39.9473,-83.0533,Irrelevant,Irrelevant,167540,1197
299238,Adult 18+,Male,Killed,Victim,35.0054,-78.8181,Irrelevant,Irrelevant,167678,1198
299367,Adult 18+,Male,Unharmed,Victim,36.7418,-119.761,Irrelevant,Irrelevant,167759,1198
299379,Adult 18+,Male,Unharmed,Victim,40.275,-76.8549,Irrelevant,Irrelevant,167764,1198
299408,Adult 18+,Male,Injured,Victim,33.5726,-101.928,Irrelevant,Irrelevant,167780,1198
299464,Adult 18+,Female,Injured,Victim,39.8317,-84.8744,Irrelevant,Irrelevant,167815,1198
299626,Adult 18+,Male,Killed,Victim,30.4636,-91.1651,Irrelevant,Irrelevant,167908,1199
299638,Adult 18+,Male,Injured,Victim,39.8078,-86.07,Irrelevant,Irrelevant,167915,1199
299727,Adult 18+,Male,Killed,Victim,36.981,-120.629,Irrelevant,Irrelevant,167964,1199
300222,Adult 18+,Male,Killed,Victim,40.4599,-79.9096,Irrelevant,Irrelevant,168255,1201
301300,Teen 12-17,Male,Injured,Victim,39.2389,-76.6028,Irrelevant,Irrelevant,168878,1205
301414,Adult 18+,Male,Killed,Victim,37.6495,-77.5475,Irrelevant,Irrelevant,168932,1205
301602,Adult 18+,Male,Killed,Victim,33.9508,-84.1559,Irrelevant,Irrelevant,169047,1206
301632,Teen 12-17,Female,Injured,Victim,40.2485,-74.7862,Irrelevant,Irrelevant,169063,1206
302124,Adult 18+,Male,Killed,Victim,40.715,-74.2555,Irrelevant,Irrelevant,169349,1207
302168,Adult 18+,Male,Killed,Victim,32.4491,-93.7815,Irrelevant,Irrelevant,169373,1207
302388,Adult 18+,Male,Killed,Victim,34.3169,-78.288,Irrelevant,Irrelevant,169513,1208
302623,Adult 18+,Male,Killed,Victim,33.6983,-117.791,Irrelevant,Irrelevant,169650,1209
262127,Adult 18+,Male,Killed,Victim,30.3348,-81.5705,Irrelevant,Irrelevant,145852,1068
303164,Adult 18+,Male,Killed,Victim,37.9309,-122.368,Irrelevant,Irrelevant,169986,1211
